"Index","Open","High","Low","Close","Volume","Adjusted"
2013-09-03,155.029999,155.029999,153.479996,153.479996,1730,153.479996
2013-09-04,153.220001,154.029999,152.399994,154,330,154
2013-09-05,154.100006,154.559998,153.600006,154.529999,2159,154.529999
2013-09-06,154.649994,155.630005,154.369995,155.149994,258,155.149994
2013-09-09,155,155.800003,154.960007,155.339996,2550,155.339996
2013-09-10,156.800003,158.690002,156.800003,158.520004,172,158.520004
2013-09-11,158.919998,159.350006,158.539993,159.229996,330,159.229996
2013-09-12,159.119995,159.539993,158.759995,159.220001,423,159.220001
2013-09-13,159.080002,159.600006,159.050003,159.600006,292,159.600006
2013-09-16,160.800003,161.669998,160.800003,161.630005,377,161.630005
2013-09-17,161.190002,161.679993,161.149994,161.229996,319,161.229996
2013-09-18,161.729996,162.130005,161.369995,161.830002,3377,161.830002
2013-09-19,164.009995,164.089996,162.600006,162.809998,1918,162.809998
2013-09-20,162.490005,163.070007,162.350006,162.5,481,162.5
2013-09-23,162.570007,162.570007,161.619995,161.839996,176,161.839996
2013-09-24,161.729996,162.309998,161.729996,162.309998,309,162.309998
2013-09-25,162.190002,162.339996,161.460007,162.270004,537,162.270004
2013-09-26,161.979996,162.690002,161.779999,162.279999,423,162.279999
2013-09-27,162.550003,162.550003,161.600006,162.320007,896,162.320007
2013-09-30,161.100006,161.220001,160.559998,161.059998,398,161.059998
2013-10-01,161.779999,162.789993,161.630005,162.789993,239,162.789993
2013-10-02,161.889999,162.130005,161.270004,161.699997,143,161.699997
2013-10-03,161.729996,162,160.970001,161.029999,1493,161.029999
2013-10-04,160.889999,161.779999,160.779999,161.5,835,161.5
2013-10-07,160.589996,160.899994,159.460007,160.889999,942,160.889999
2013-10-08,160.839996,160.880005,160.270004,160.360001,2516,160.360001
2013-10-09,160.039993,160.479996,159.059998,159.389999,1151,159.389999
2013-10-10,160.380005,162.679993,160.380005,162.679993,858,162.679993
2013-10-11,163.139999,163.240005,162.860001,163.139999,6478,163.139999
2013-10-14,162.740005,163.270004,162.600006,163.270004,147,163.270004
2013-10-15,164.039993,164.910004,164.029999,164.850006,339,164.850006
2013-10-16,164.619995,165.740005,164.360001,165.529999,3430,165.529999
2013-10-17,165.059998,165.080002,164.559998,164.970001,281,164.970001
2013-10-18,165.5,166,164.960007,166,674,166
2013-10-21,165.919998,166.289993,165.770004,166.220001,1119,166.220001
2013-10-22,166.020004,167.990005,165.940002,167.619995,1292,167.619995
2013-10-23,167.550003,167.550003,166.729996,167.130005,636,167.130005
2013-10-24,168.179993,168.270004,167.820007,168.160004,928,168.160004
2013-10-25,167.910004,168.639999,167.740005,168.460007,877,168.460007
2013-10-28,168.850006,168.850006,167.809998,168.279999,390,168.279999
2013-10-29,168.149994,168.940002,168.149994,168.940002,660,168.940002
2013-10-30,169.550003,169.779999,168.899994,168.940002,405,168.940002
2013-10-31,168.610001,169.580002,168.580002,169.470001,350,169.470001
2013-11-01,169.429993,169.429993,169.080002,169.080002,38,169.080002
2013-11-04,169.559998,169.740005,169.559998,169.690002,143,169.690002
2013-11-05,169.610001,169.610001,168.320007,169.089996,216,169.089996
2013-11-06,170,170,169.550003,169.660004,122,169.660004
2013-11-07,169.770004,171.720001,169.720001,170.410004,1748,170.410004
2013-11-08,169.639999,170.259995,169.169998,170.190002,673,170.190002
2013-11-11,170.259995,170.949997,170.259995,170.850006,188,170.850006
2013-11-12,170.770004,170.899994,170.229996,170.309998,425,170.309998
2013-11-13,169.970001,169.970001,168.699997,169.800003,635,169.800003
2013-11-14,171.339996,171.649994,171,171.600006,1004,171.600006
2013-11-15,171.559998,172.309998,171.559998,172.080002,421,172.080002
2013-11-18,171.860001,173.429993,171.690002,173.190002,539,173.190002
2013-11-19,172.669998,172.919998,172.339996,172.630005,289,172.630005
2013-11-20,172.490005,173.070007,172.179993,172.779999,738,172.779999
2013-11-21,171.660004,172.820007,171.470001,172.550003,423,172.550003
2013-11-22,173.119995,173.119995,172.419998,173.039993,857,173.039993
2013-11-25,173.580002,174.699997,173.580002,174.559998,328,174.559998
2013-11-26,174.539993,174.669998,174.330002,174.389999,260,174.389999
2013-11-27,174.690002,175.429993,174.649994,175.399994,370,175.399994
2013-11-28,175.880005,176.160004,175.649994,176.009995,257,176.009995
2013-11-29,176.029999,176.729996,175.899994,176.380005,1111,176.380005
2013-12-02,176.649994,176.660004,176.259995,176.380005,421,176.380005
2013-12-03,176.339996,176.339996,173.039993,173.050003,486,173.050003
2013-12-04,173.330002,173.460007,171.070007,171.699997,4378,171.699997
2013-12-05,171.710007,171.850006,170.470001,170.470001,542,170.470001
2013-12-06,171.220001,172.229996,170.949997,172.080002,358,172.080002
2013-12-09,173.020004,173.020004,172.100006,172.550003,911,172.550003
2013-12-10,172.759995,173.059998,170.990005,171.089996,1685,171.089996
2013-12-11,171.199997,171.740005,170.449997,170.479996,2749,170.479996
2013-12-12,169.639999,169.720001,168.770004,169.320007,1612,169.320007
2013-12-13,169.389999,169.729996,169.020004,169.149994,630,169.149994
2013-12-16,169.070007,172.229996,169.070007,171.899994,2340,171.899994
2013-12-17,171.559998,171.559998,170.720001,170.720001,171,170.720001
2013-12-18,171.929993,172.509995,171.690002,172.399994,2067,172.399994
2013-12-19,174.080002,175.110001,174.020004,175.110001,2489,175.110001
2013-12-20,175.710007,176.300003,175.699997,176.300003,249,176.300003
2013-12-23,176.830002,177.809998,176.789993,177.809998,1536,177.809998
2013-12-24,NA,NA,NA,NA,NA,NA
2013-12-27,179.5,179.660004,179,179.660004,2367,179.660004
2013-12-30,179.809998,179.809998,179.240005,179.529999,2102,179.529999
2013-12-31,NA,NA,NA,NA,NA,NA
2014-01-02,180.220001,180.220001,176.339996,176.339996,400,176.339996
2014-01-03,176.529999,177.289993,176.529999,176.979996,61,176.979996
2014-01-06,176.990005,177.550003,176.889999,176.889999,1101,176.889999
2014-01-07,176.940002,178.169998,176.869995,178.130005,1194,178.130005
2014-01-08,178.199997,178.199997,177.679993,177.940002,784,177.940002
2014-01-09,177.889999,178.850006,176.679993,176.720001,4168,176.720001
2014-01-10,177.589996,177.75,177.539993,177.539993,259,177.539993
2014-01-13,178.360001,178.460007,177.809998,178.279999,58,178.279999
2014-01-14,176.050003,178.550003,176.050003,178.550003,421,178.550003
2014-01-15,179.529999,181.970001,179.529999,181.970001,483,181.970001
2014-01-16,182.220001,182.279999,181.649994,181.889999,4228,181.889999
2014-01-17,182.279999,183.149994,181.979996,182.369995,4015,182.369995
2014-01-20,181.490005,182.059998,181.490005,181.789993,617,181.789993
2014-01-21,182.470001,182.949997,181.75,182.119995,1415,182.119995
2014-01-22,182.429993,182.479996,181.229996,181.850006,418,181.850006
2014-01-23,181.449997,181.949997,179.889999,180.320007,446,180.320007
2014-01-24,180.660004,180.660004,175.690002,175.690002,1990,175.690002
2014-01-27,175.339996,175.669998,174.210007,174.830002,2290,174.830002
2014-01-28,176.139999,176.300003,175.240005,176,1430,176
2014-01-29,178,178.089996,172.570007,174.509995,2806,174.509995
2014-01-30,174.509995,175.199997,173.610001,175.179993,924,175.179993
2014-01-31,174.220001,174.639999,171.580002,173.990005,3240,173.990005
2014-02-03,174.580002,174.580002,171.710007,171.850006,3902,171.850006
2014-02-04,170.809998,171.160004,170.009995,170.960007,333,170.960007
2014-02-05,170.490005,171.490005,170.490005,170.789993,693,170.789993
2014-02-06,171.759995,173.509995,171.380005,173.460007,2071,173.460007
2014-02-07,173.960007,174.490005,173.330002,174.270004,183,174.270004
2014-02-10,174.839996,175.139999,174.029999,174.160004,1575,174.160004
2014-02-11,175.070007,177.460007,175.070007,177.460007,588,177.460007
2014-02-12,178.210007,179.270004,178.210007,178.639999,401,178.639999
2014-02-13,178.259995,179.679993,177.929993,179.600006,452,179.600006
2014-02-14,180,181.039993,179.949997,180.800003,1082,180.800003
2014-02-17,180.880005,181.240005,180.880005,181.009995,496,181.009995
2014-02-18,180.990005,181.080002,180.270004,180.899994,358,180.899994
2014-02-19,180.639999,181.5,179.929993,180.830002,900,180.830002
2014-02-20,178.139999,179.899994,178.089996,179.899994,2164,179.899994
2014-02-21,180.539993,180.860001,179.940002,180.850006,2219,180.850006
2014-02-24,179.509995,181.369995,179.509995,181.369995,2860,181.369995
2014-02-25,181,181.570007,180.110001,181.470001,480,181.470001
2014-02-26,181.559998,181.559998,180.369995,180.649994,936,180.649994
2014-02-27,180.470001,180.759995,177.720001,179.309998,1573,179.309998
2014-02-28,179.960007,180.940002,179.169998,180.940002,1331,180.940002
2014-03-03,176.639999,177.389999,175.100006,175.100006,2288,175.100006
2014-03-04,176.789993,179.240005,176.710007,179.240005,329,179.240005
2014-03-05,178.880005,179.490005,178.419998,178.419998,2175,178.419998
2014-03-06,179.289993,179.289993,178.229996,178.570007,348,178.570007
2014-03-07,177.649994,178.309998,175.059998,175.059998,5621,175.059998
2014-03-10,174.199997,175.539993,173.520004,173.520004,986,173.520004
2014-03-11,173.850006,174.860001,173.449997,174.110001,975,174.110001
2014-03-12,172.779999,173.220001,171.399994,171.929993,909,171.929993
2014-03-13,172.449997,172.449997,168.800003,168.800003,819,168.800003
2014-03-14,167.479996,169.369995,167.270004,169.369995,2101,169.369995
2014-03-17,169.529999,171.839996,169.529999,171.75,1512,171.75
2014-03-18,171.130005,173.869995,170.570007,172.869995,2411,172.869995
2014-03-19,172.5,173.940002,172.5,173.509995,901,173.509995
2014-03-20,172.339996,173.639999,171.570007,173.639999,1705,173.639999
2014-03-21,173.339996,174.699997,173.339996,174.490005,1220,174.490005
2014-03-24,174.259995,174.619995,171.600006,171.600006,897,171.600006
2014-03-25,173,174.339996,173,174.330002,265,174.330002
2014-03-26,175.419998,177,175.419998,176.300003,233,176.300003
2014-03-27,175.800003,176.589996,175.740005,176.460007,719,176.460007
2014-03-28,176.669998,178.820007,176.669998,178.820007,258,178.820007
2014-03-31,179.710007,179.710007,178.350006,178.350006,2388,178.350006
2014-04-01,178.970001,179.199997,178.970001,179.149994,135,179.149994
2014-04-02,179.449997,179.820007,179.449997,179.600006,245,179.600006
2014-04-03,179.210007,180,179.210007,179.660004,169,179.660004
2014-04-04,180.350006,180.820007,180.039993,180.820007,309,180.820007
2014-04-07,179.369995,179.369995,177.399994,177.399994,280,177.399994
2014-04-08,177.139999,177.570007,175.160004,176.860001,1076,176.860001
2014-04-09,177.889999,177.889999,177.279999,177.389999,196,177.389999
2014-04-10,178.529999,178.610001,176.309998,176.309998,3897,176.309998
2014-04-11,174.139999,174.350006,173.5,173.809998,943,173.809998
2014-04-14,172.910004,174.199997,171.979996,174.199997,925,174.199997
2014-04-15,174.419998,174.419998,171.160004,171.160004,114,171.160004
2014-04-16,172.440002,173.929993,172.440002,173.929993,633,173.929993
2014-04-17,173.509995,175.550003,173.509995,175.550003,2594,175.550003
2014-04-22,176.880005,179.160004,176.880005,179.119995,1196,179.119995
2014-04-23,178.960007,179.300003,178.220001,178.220001,1014,178.220001
2014-04-24,178.839996,179.679993,176.649994,178.080002,1272,178.080002
2014-04-25,177.100006,177.100006,175.119995,175.490005,1722,175.490005
2014-04-28,175.990005,177.100006,175.990005,176.259995,700,176.259995
2014-04-29,177.949997,178.779999,177.100006,178.779999,1147,178.779999
2014-04-30,178.830002,179.050003,178.369995,178.960007,3625,178.960007
2014-05-01,NA,NA,NA,NA,NA,NA
2014-05-02,178.830002,179.369995,177.919998,178.110001,6754,178.110001
2014-05-05,177.910004,177.910004,175.550003,177.660004,4590,177.660004
2014-05-06,178.320007,178.389999,176.309998,176.429993,10353,176.429993
2014-05-07,176,177.399994,175.710007,177.399994,1404,177.399994
2014-05-08,177.910004,178.940002,177.259995,178.940002,6660,178.940002
2014-05-09,178.789993,178.839996,178.339996,178.800003,14615,178.800003
2014-05-12,178.869995,180.940002,178.869995,180.940002,1176,180.940002
2014-05-13,182.199997,182.199997,181.570007,181.800003,31692,181.800003
2014-05-14,181.800003,181.830002,181.399994,181.710007,979,181.710007
2014-05-15,181.899994,182.580002,179.679993,179.820007,2112,179.820007
2014-05-16,179.380005,180.059998,178.970001,179.309998,6929,179.309998
2014-05-19,179.149994,179.990005,177.960007,179.990005,429,179.990005
2014-05-20,180.130005,180.460007,179.470001,179.639999,294,179.639999
2014-05-21,179.539993,180.660004,179.100006,180.619995,505,180.619995
2014-05-22,181.779999,181.779999,180.75,181.199997,26959,181.199997
2014-05-23,181.289993,182.050003,181.110001,182.050003,522,182.050003
2014-05-26,182.679993,184.479996,182.679993,184.479996,411,184.479996
2014-05-27,183.639999,185.360001,183.639999,185.25,1642,185.25
2014-05-28,185.160004,185.369995,184.550003,185.070007,842,185.070007
2014-05-29,NA,NA,NA,NA,NA,NA
2014-05-30,NA,NA,NA,NA,NA,NA
2014-06-02,NA,NA,NA,NA,NA,NA
2014-06-03,NA,NA,NA,NA,NA,NA
2014-06-04,NA,NA,NA,NA,NA,NA
2014-06-05,NA,NA,NA,NA,NA,NA
2014-06-06,NA,NA,NA,NA,NA,NA
2014-06-09,NA,NA,NA,NA,NA,NA
2014-06-10,NA,NA,NA,NA,NA,NA
2014-06-11,NA,NA,NA,NA,NA,NA
2014-06-12,NA,NA,NA,NA,NA,NA
2014-06-13,NA,NA,NA,NA,NA,NA
2014-06-16,184.679993,185.179993,184.25,184.339996,514,184.339996
2014-06-17,185.419998,186.009995,184,185.029999,3992,185.029999
2014-06-18,185.5,185.770004,185.210007,185.279999,769,185.279999
2014-06-19,186.300003,186.970001,186.300003,186.589996,1015,186.589996
2014-06-20,186.119995,187.149994,186.119995,186.350006,529,186.350006
2014-06-23,184.960007,186.259995,184.720001,185.089996,2733,185.089996
2014-06-24,185.589996,185.589996,184.880005,185.399994,378,185.399994
2014-06-25,184.820007,184.820007,183.520004,183.979996,578,183.979996
2014-06-26,183.919998,184.410004,182.539993,182.75,707,182.75
2014-06-27,183.139999,183.369995,182.649994,183,20313,183
2014-06-30,184.039993,184.039993,183.279999,183.389999,186,183.389999
2014-07-01,183.509995,184.470001,183.509995,184.470001,325,184.470001
2014-07-02,184.839996,185.070007,184.479996,184.809998,963,184.809998
2014-07-03,185,186.960007,184.649994,186.850006,318,186.850006
2014-07-04,186.740005,186.820007,186.440002,186.440002,157,186.440002
2014-07-07,186.410004,186.410004,184.610001,184.610001,4052,184.610001
2014-07-08,NA,NA,NA,NA,NA,NA
2014-07-09,182.460007,182.880005,182.009995,182.690002,2706,182.690002
2014-07-10,NA,NA,NA,NA,NA,NA
2014-07-11,180.619995,180.619995,179.419998,180.089996,889,180.089996
2014-07-14,180.779999,182.369995,180.779999,182.369995,21,182.369995
2014-07-15,182.169998,182.419998,181.139999,181.360001,713,181.360001
2014-07-16,181.589996,183.830002,181.589996,183.720001,2195,183.720001
2014-07-17,183.309998,183.380005,181.649994,181.970001,2635,181.970001
2014-07-18,180.169998,181.309998,180.110001,181.309998,2242,181.309998
2014-07-21,181.350006,181.350006,179.220001,179.460007,2202,179.460007
2014-07-22,NA,NA,NA,NA,NA,NA
2014-07-23,182.009995,182.770004,181.529999,181.949997,1140,181.949997
2014-07-24,182.429993,183.059998,181.639999,182.660004,2816,182.660004
2014-07-25,182.550003,182.649994,179.910004,179.910004,848,179.910004
2014-07-28,179.419998,180.139999,178.089996,179.059998,2189,179.059998
2014-07-29,179.100006,180.570007,178.570007,179.910004,216,179.910004
2014-07-30,NA,NA,NA,NA,NA,NA
2014-07-31,177.809998,178.259995,175.490005,175.490005,1297,175.490005
2014-08-01,NA,NA,NA,NA,NA,NA
2014-08-04,NA,NA,NA,NA,NA,NA
2014-08-05,171.990005,172.149994,171.220001,171.449997,550,171.449997
2014-08-06,170.160004,170.419998,168.800003,170.309998,1179,170.309998
2014-08-07,NA,NA,NA,NA,NA,NA
2014-08-08,NA,NA,NA,NA,NA,NA
2014-08-11,170.570007,171.309998,170.5,171.309998,317,171.309998
2014-08-12,NA,NA,NA,NA,NA,NA
2014-08-13,169.410004,171.630005,169.410004,171.630005,1553,171.630005
2014-08-14,171.149994,172.690002,170.910004,172.160004,1501,172.160004
2014-08-15,172.869995,173.460007,169.410004,169.630005,3310,169.630005
2014-08-18,172.229996,172.820007,171.690002,172.529999,1213,172.529999
2014-08-19,NA,NA,NA,NA,NA,NA
2014-08-20,NA,NA,NA,NA,NA,NA
2014-08-21,173.610001,175.240005,173.610001,175.240005,1204,175.240005
2014-08-22,175.169998,175.169998,173.649994,174.330002,4269,174.330002
2014-08-25,NA,NA,NA,NA,NA,NA
2014-08-26,176.660004,178.639999,176.630005,178.639999,245,178.639999
2014-08-27,178.699997,178.770004,178.330002,178.330002,168,178.330002
2014-08-28,NA,NA,NA,NA,NA,NA
2014-08-29,176.619995,177.169998,174.910004,176.190002,3419,176.190002
2014-09-01,NA,NA,NA,NA,NA,NA
2014-09-02,NA,NA,NA,NA,NA,NA
2014-09-03,NA,NA,NA,NA,NA,NA
2014-09-04,NA,NA,NA,NA,NA,NA
2014-09-05,NA,NA,NA,NA,NA,NA
2014-09-08,181.479996,181.600006,181.199997,181.559998,144,181.559998
2014-09-09,NA,NA,NA,NA,NA,NA
2014-09-10,NA,NA,NA,NA,NA,NA
2014-09-11,NA,NA,NA,NA,NA,NA
2014-09-12,NA,NA,NA,NA,NA,NA
2014-09-15,NA,NA,NA,NA,NA,NA
2014-09-16,NA,NA,NA,NA,NA,NA
2014-09-17,NA,NA,NA,NA,NA,NA
2014-09-18,NA,NA,NA,NA,NA,NA
2014-09-19,NA,NA,NA,NA,NA,NA
2014-09-22,NA,NA,NA,NA,NA,NA
2014-09-23,NA,NA,NA,NA,NA,NA
2014-09-24,NA,NA,NA,NA,NA,NA
2014-09-25,NA,NA,NA,NA,NA,NA
2014-09-26,175.919998,177.220001,175.919998,176.449997,2467,176.449997
2014-09-29,176.949997,176.949997,174.679993,175.389999,1558,175.389999
2014-09-30,NA,NA,NA,NA,NA,NA
2014-10-01,NA,NA,NA,NA,NA,NA
2014-10-02,NA,NA,NA,NA,NA,NA
2014-10-03,NA,NA,NA,NA,NA,NA
2014-10-06,NA,NA,NA,NA,NA,NA
2014-10-07,NA,NA,NA,NA,NA,NA
2014-10-08,NA,NA,NA,NA,NA,NA
2014-10-09,NA,NA,NA,NA,NA,NA
2014-10-10,NA,NA,NA,NA,NA,NA
2014-10-13,NA,NA,NA,NA,NA,NA
2014-10-14,NA,NA,NA,NA,NA,NA
2014-10-15,164.399994,164.639999,159.869995,159.940002,14356,159.940002
2014-10-16,160.75,161.289993,156.300003,160.139999,7527,160.139999
2014-10-17,161.479996,165.020004,160.710007,164.949997,5390,164.949997
2014-10-20,164.610001,164.610001,162.380005,162.660004,2271,162.660004
2014-10-21,161.850006,165.880005,161.240005,165.740005,20445,165.740005
2014-10-22,166.460007,167.029999,165.600006,166.820007,6615,166.820007
2014-10-23,165.160004,168.940002,165.160004,168.789993,5749,168.789993
2014-10-24,167.449997,168.399994,167.449997,167.710007,954,167.710007
2014-10-27,168.779999,169.339996,165.619995,166.110001,294,166.110001
2014-10-28,168.029999,169.020004,167.649994,168.990005,1989,168.990005
2014-10-29,170.639999,170.639999,169.339996,169.339996,280,169.339996
2014-10-30,168.820007,170.550003,166.770004,170.089996,1678,170.089996
2014-10-31,172.160004,173.869995,172.160004,173.869995,1198,173.869995
2014-11-03,173.789993,174.190002,172.669998,172.720001,2305,172.720001
2014-11-04,173.770004,173.770004,171.119995,171.119995,3490,171.119995
2014-11-05,172.330002,173.979996,172.330002,173.789993,1767,173.789993
2014-11-06,174,175.940002,173.059998,174.919998,3795,174.919998
2014-11-07,175.880005,175.880005,172.949997,173.339996,388,173.339996
2014-11-10,173.789993,174.410004,172.550003,174.410004,207,174.410004
2014-11-11,175,175.039993,174.770004,174.770004,59,174.770004
2014-11-12,NA,NA,NA,NA,NA,NA
2014-11-13,NA,NA,NA,NA,NA,NA
2014-11-14,173.149994,173.149994,171.660004,172.669998,2488,172.669998
2014-11-17,NA,NA,NA,NA,NA,NA
2014-11-18,NA,NA,NA,NA,NA,NA
2014-11-19,NA,NA,NA,NA,NA,NA
2014-11-20,NA,NA,NA,NA,NA,NA
2014-11-21,177.289993,181.539993,177.289993,181.369995,17172,181.369995
2014-11-24,181.229996,182.919998,181.229996,182.660004,54044,182.660004
2014-11-25,182.880005,184.589996,182.779999,183.880005,46528,183.880005
2014-11-26,NA,NA,NA,NA,NA,NA
2014-11-27,185.229996,186.119995,185.229996,185.759995,586,185.759995
2014-11-28,185.470001,185.990005,184.979996,185.800003,2144,185.800003
2014-12-01,184.880005,185.660004,184.880005,185.5,4897,185.5
2014-12-02,185.630005,186.660004,184.830002,185.089996,2774,185.089996
2014-12-03,185.100006,186.020004,185.070007,185.759995,859,185.759995
2014-12-04,186.470001,187.75,183.539993,183.539993,11854,183.539993
2014-12-05,185.869995,187.830002,185.160004,187.75,943,187.75
2014-12-08,187.270004,187.270004,186.5,186.5,49,186.5
2014-12-09,185,185.160004,182.389999,182.559998,10551,182.559998
2014-12-10,183.440002,184,182.270004,182.669998,872,182.669998
2014-12-11,182.110001,183.800003,182.110001,183.800003,2026,183.800003
2014-12-12,181.690002,181.850006,178.860001,178.929993,5005,178.929993
2014-12-15,180.020004,180.020004,174.160004,174.160004,7574,174.160004
2014-12-16,174.5,178.220001,172.330002,178.220001,22032,178.220001
2014-12-17,NA,NA,NA,NA,NA,NA
2014-12-18,181.029999,182.800003,181.029999,182.800003,12580,182.800003
2014-12-19,183.830002,184.199997,181.309998,182.289993,1506,182.289993
2014-12-22,183.759995,184.869995,183.419998,184.070007,1121,184.070007
2014-12-23,184.050003,184.970001,184.050003,184.970001,130,184.970001
2014-12-24,NA,NA,NA,NA,NA,NA
2014-12-29,184.940002,185.100006,183.210007,185.100006,633,185.100006
2014-12-30,183.509995,184,182.360001,182.360001,4862,182.360001
2014-12-31,NA,NA,NA,NA,NA,NA
2015-01-02,181.789993,183.570007,181.789993,182.190002,375,182.190002
2015-01-05,180.839996,182.220001,176.919998,176.919998,5333,176.919998
2015-01-06,176.759995,178.75,175.550003,177.039993,2890,177.039993
2015-01-07,177.229996,179.100006,177.229996,177.649994,2716,177.649994
2015-01-08,179.979996,183.619995,179.979996,183.619995,3839,183.619995
2015-01-09,183.919998,183.929993,179.889999,180.279999,7933,180.279999
2015-01-12,182.419998,183.350006,180.360001,182.630005,3229,182.630005
2015-01-13,182.570007,185.779999,182.470001,185.589996,1812,185.589996
2015-01-14,183.039993,185.550003,182.600006,183.380005,5311,183.380005
2015-01-15,185.899994,187.240005,183.330002,187.240005,2016,187.240005
2015-01-16,187.279999,190.270004,186.320007,190.039993,6450,190.039993
2015-01-19,NA,NA,NA,NA,NA,NA
2015-01-20,NA,NA,NA,NA,NA,NA
2015-01-21,192.059998,192.330002,189.869995,192.330002,3340,192.330002
2015-01-22,192.270004,194.860001,191.520004,194.850006,4775,194.850006
2015-01-23,195.949997,199.130005,195.949997,198.860001,2118,198.860001
2015-01-26,199.389999,201.580002,198,201.520004,3430,201.520004
2015-01-27,201.740005,201.740005,198.289993,198.559998,3186,198.559998
2015-01-28,199.919998,199.919998,197.539993,199.889999,5821,199.889999
2015-01-29,NA,NA,NA,NA,NA,NA
2015-01-30,201.539993,201.539993,198.889999,199.669998,47472,199.669998
2015-02-02,200.830002,201.880005,199.779999,201.880005,1902,201.880005
2015-02-03,202.600006,204.729996,202.580002,203.169998,553,203.169998
2015-02-04,203.139999,203.660004,202.070007,203.660004,4782,203.660004
2015-02-05,202.889999,203.75,202.360001,203.669998,2405,203.669998
2015-02-06,203,203,201.960007,202.630005,69330,202.630005
2015-02-09,201.720001,201.720001,198.479996,199.169998,16627,199.169998
2015-02-10,199.669998,201.25,197.889999,200.759995,3599,200.759995
2015-02-11,201.009995,201.020004,199.860001,200.919998,20260,200.919998
2015-02-12,201.809998,204.570007,201.279999,204.190002,10231,204.190002
2015-02-13,205,205.639999,204.679993,204.970001,15993,204.970001
2015-02-16,204.820007,204.820007,203.940002,204.089996,3126,204.089996
2015-02-17,202.5,203.910004,201.460007,203.460007,3637,203.460007
2015-02-18,203.789993,205,203.789993,204.850006,20496,204.850006
2015-02-19,203.729996,205.869995,203.589996,205.830002,5859,205.830002
2015-02-20,205,207.690002,204.869995,206.580002,9528,206.580002
2015-02-23,208.839996,208.839996,207.279999,208.080002,2126,208.080002
2015-02-24,208.820007,209.509995,207.740005,209.509995,1535,209.509995
2015-02-25,210.110001,210.110001,209.119995,209.380005,246,209.380005
2015-02-26,208.320007,211.800003,208.320007,211.800003,2425,211.800003
2015-02-27,212,212.949997,211.25,212.949997,1110,212.949997
2015-03-02,213.860001,213.979996,212.5,213.130005,31185,213.130005
2015-03-03,214.039993,214.149994,210.850006,210.850006,4259,210.850006
2015-03-04,210.940002,212.529999,209.110001,212.529999,947,212.529999
2015-03-05,213.710007,214.830002,213.190002,214.600006,1201,214.600006
2015-03-06,215.039993,216.289993,214.660004,215.389999,675,215.389999
2015-03-09,214.910004,215.889999,213.979996,215.889999,50402,215.889999
2015-03-10,216.149994,216.149994,213.380005,214.660004,5987,214.660004
2015-03-11,215.089996,220.190002,215.089996,220.070007,959,220.070007
2015-03-12,220.360001,220.529999,219.600006,220.059998,361,220.059998
2015-03-13,221.350006,222,219.399994,222,480,222
2015-03-16,223.669998,227.570007,223.669998,226.669998,1617,226.669998
2015-03-17,226.789993,226.869995,222.649994,223.449997,4140,223.449997
2015-03-18,224.289993,224.289993,220.729996,222.220001,4458,222.220001
2015-03-19,222.589996,223.380005,220.149994,222.259995,10054,222.259995
2015-03-20,223.050003,225.160004,222.639999,224.660004,6058,224.660004
2015-03-23,NA,NA,NA,NA,NA,NA
2015-03-24,220.869995,224.050003,220.869995,223.949997,17460,223.949997
2015-03-25,223.720001,224.009995,221.220001,221.399994,1443,221.399994
2015-03-26,217.449997,220.820007,216.690002,220.820007,7848,220.820007
2015-03-27,222.440002,222.789993,220.190002,221.179993,4283,221.179993
2015-03-30,222.25,225.240005,222.25,225.240005,1477,225.240005
2015-03-31,224.759995,225.410004,222.850006,222.979996,526,222.979996
2015-04-01,NA,NA,NA,NA,NA,NA
2015-04-02,222.639999,223.369995,222.559998,222.559998,7246,222.559998
2015-04-07,224.160004,225.970001,224.160004,225.820007,4649,225.820007
2015-04-08,226,226.059998,224.490005,224.490005,648,224.490005
2015-04-09,225.880005,226.869995,225.089996,226.869995,15869,226.869995
2015-04-10,228.419998,230.770004,228.020004,230.770004,1912,230.770004
2015-04-13,NA,NA,NA,NA,NA,NA
2015-04-14,230.330002,230.330002,227.320007,228.25,3014,228.25
2015-04-15,228.089996,229.559998,228.050003,228.119995,872,228.119995
2015-04-16,227,227.300003,223.899994,223.899994,10277,223.899994
2015-04-17,223.270004,224.009995,218.199997,218.259995,85495,218.259995
2015-04-20,218.880005,221.630005,218.880005,221.630005,10079,221.630005
2015-04-21,224.029999,224.970001,222.279999,222.779999,942,222.779999
2015-04-22,223.669998,224.350006,220,221.440002,30414,221.440002
2015-04-23,221.929993,222.270004,218.229996,218.630005,13085,218.630005
2015-04-24,219.800003,221.259995,218.490005,219.990005,11591,219.990005
2015-04-27,221.289993,224.259995,218.929993,224.259995,12111,224.259995
2015-04-28,224,224,218.889999,219.899994,4511,219.899994
2015-04-29,220.949997,221.320007,213.119995,213.119995,8475,213.119995
2015-04-30,213,215.009995,211.369995,213.610001,13279,213.610001
2015-05-04,214.610001,216.830002,213.350006,216.330002,15795,216.330002
2015-05-05,215.130005,218.429993,211.149994,211.149994,8395,211.149994
2015-05-06,211.270004,212.759995,209.779999,211.300003,35803,211.300003
2015-05-07,209.699997,212.580002,208.059998,212.149994,6379,212.149994
2015-05-08,212.949997,217.600006,212.809998,217.600006,27311,217.600006
2015-05-11,217,217.490005,216.460007,217.119995,3975,217.119995
